TF_name	action	old_Identical_PWM	new_Identical_PWM	old_Homologous_PWM	old_Relatively_Homologous_PWM	old_ModCRE	old_AlphaFold	HOCOMOCO_TF_name	HOCOMOCO_family	HOCOMOCO_UniProt_ID
Q96MM3	add_hocomoco_to_existing_identical_pwm	MA1651.1	MA1651.1;ZFP42_HUMAN.H11MO.0.A					ZFP42	More than 3 adjacent zinc finger factors{2.3.3}	ZFP42_HUMAN
Q96NG8	add_hocomoco_to_existing_identical_pwm	M08274_2.00	M08274_2.00;ZN582_HUMAN.H11MO.0.C					ZNF582	More than 3 adjacent zinc finger factors{2.3.3}	ZN582_HUMAN
Q96PE6	add_hocomoco_to_existing_identical_pwm	M08312_2.00	M08312_2.00;ZIM3_HUMAN.H11MO.0.C					ZIM3	More than 3 adjacent zinc finger factors{2.3.3}	ZIM3_HUMAN
Q96PQ6	add_hocomoco_to_existing_identical_pwm	MA1593.1	MA1593.1;ZN317_HUMAN.H11MO.0.C					ZNF317	More than 3 adjacent zinc finger factors{2.3.3}	ZN317_HUMAN
Q96RI1	add_hocomoco_to_existing_identical_pwm	MA1110.1	MA1110.1;NR1H4_HUMAN.H11MO.0.B					NR1H4	Thyroid hormone receptor-related factors (NR1){2.1.2}	NR1H4_HUMAN
Q96SR6	add_hocomoco_to_existing_identical_pwm	MA1594.1	MA1594.1;ZN382_HUMAN.H11MO.0.C					ZNF382	Factors with multiple dispersed zinc fingers{2.3.4}	ZN382_HUMAN
Q99081	add_hocomoco_to_existing_identical_pwm	MA1648.1	MA1648.1;HTF4_HUMAN.H11MO.0.A					TCF12	E2A-related factors{1.2.1}	HTF4_HUMAN
Q99581	add_hocomoco_to_existing_identical_pwm	MA0156.1	MA0156.1;FEV_HUMAN.H11MO.0.B					FEV	Ets-related factors{3.5.2}	FEV_HUMAN
Q99592	add_hocomoco_to_existing_identical_pwm	MA0698.1	MA0698.1;ZBT18_HUMAN.H11MO.0.C					ZBTB18	More than 3 adjacent zinc finger factors{2.3.3}	ZBT18_HUMAN
Q99612	add_hocomoco_to_existing_identical_pwm	MA1517.1	MA1517.1;KLF6_HUMAN.H11MO.0.A					KLF6	Three-zinc finger Krüppel-related factors{2.3.1}	KLF6_HUMAN
Q99626	add_hocomoco_to_existing_identical_pwm	MA0465.1	MA0465.1;CDX2_HUMAN.H11MO.0.A					CDX2	HOX-related factors{3.1.1}	CDX2_HUMAN
Q99684	add_hocomoco_to_existing_identical_pwm	MA0038.2	MA0038.2;GFI1_HUMAN.H11MO.0.C					GFI1	More than 3 adjacent zinc finger factors{2.3.3}	GFI1_HUMAN
Q99811	add_hocomoco_to_existing_identical_pwm	MA0075.3	MA0075.3;PRRX2_HUMAN.H11MO.0.C					PRRX2	Paired-related HD factors{3.1.3}	PRRX2_HUMAN
Q99814	add_hocomoco_to_existing_identical_pwm	M09455_2.00	M09455_2.00;EPAS1_HUMAN.H11MO.0.B					EPAS1	PAS domain factors{1.2.5}	EPAS1_HUMAN
Q9BYN7	add_hocomoco_to_existing_identical_pwm	MA1655.1	MA1655.1;ZN341_HUMAN.H11MO.0.C					ZNF341	Factors with multiple dispersed zinc fingers{2.3.4}	ZN341_HUMAN
Q9BYV9	add_hocomoco_to_existing_identical_pwm	MA1101.1	MA1101.1;BACH2_HUMAN.H11MO.0.A					BACH2	Jun-related factors{1.1.1}	BACH2_HUMAN
Q9C009	add_hocomoco_to_existing_identical_pwm	M09093_2.00	M09093_2.00;FOXQ1_HUMAN.H11MO.0.C					FOXQ1	Forkhead box (FOX) factors{3.3.1}	FOXQ1_HUMAN
Q9C0F3	add_hocomoco_to_existing_identical_pwm	M08887_2.00	M08887_2.00;ZN436_HUMAN.H11MO.0.C					ZNF436	More than 3 adjacent zinc finger factors{2.3.3}	ZN436_HUMAN
Q9GZX5	upgrade_to_identical_pwm		ZN350_HUMAN.H11MO.0.C		M00609_2.00 (51.4%);M00645_2.00 (50.0%);M00782_2.00 (58.9%);M00786_2.00 (50.8%);M00939_2.00 (55.9%);M00943_2.00 (63.5%);M00944_2.00 (65.8%);M00945_2.00 (52.8%);M00948_2.00 (63.5%);M00950_2.00 (63.5%);M00952_2.00 (64.7%);M00953_2.00 (67.0%);M00955_2.00 (58.8%);M00958_2.00 (64.7%);M00959_2.00 (63.5%);M00960_2.00 (61.9%);M02924_2.00 (58.4%);M04387_2.00 (54.0%);M04465_2.00 (50.3%);M04536_2.00 (51.0%);M04590_2.00 (51.5%);M04598_2.00 (58.7%);M04611_2.00 (50.0%);M04613_2.00 (54.3%);M04621_2.00 (55.6%);M04650_2.00 (57.6%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07578_2.00 (52.7%);M07581_2.00 (59.2%);M07587_2.00 (50.3%);M07588_2.00 (53.6%);M07593_2.00 (51.0%);M07610_2.00 (57.9%);M07646_2.00 (56.0%);M07648_2.00 (51.3%);M07657_2.00 (51.3%);M07660_2.00 (54.5%);M07678_2.00 (56.2%);M07683_2.00 (52.0%);M07725_2.00 (59.8%);M07746_2.00 (50.5%);M07754_2.00 (53.5%);M07777_2.00 (54.9%);M08247_2.00 (60.6%);M08254_2.00 (51.2%);M08267_2.00 (57.8%);M08314_2.00 (51.5%);M08325_2.00 (57.7%);M08329_2.00 (57.2%);M08334_2.00 (57.5%);M08355_2.00 (59.2%);M08357_2.00 (52.4%);M08373_2.00 (55.5%);M08375_2.00 (55.4%);M08392_2.00 (58.9%);M08395_2.00 (59.2%);M08908_2.00 (51.2%);M08949_2.00 (57.5%);M08985_2.00 (55.4%);MA0056.1 (50.6%);MA1124.1 (59.6%);MA1154.1 (50.6%);MA1601.1 (52.0%);MA1602.1 (53.2%)	TFS_sp_Q9GZX5_ZN350_HUMAN:196:425_5v3j_E_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:243:396_2i13_A_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:261:369_5eh2_F_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:196:425_5v3m_C_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:196:428_5wjq_D_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:259:369_5egb_A_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:317:427_6e93_A_1.meme;TFS_sp_Q9GZX5_ZN350_HUMAN:259:369_5ei9_E_1.meme;DIMER_sp_Q9GZX5_ZN350_HUMAN:232:281_1llm_D_1.meme		ZNF350	More than 3 adjacent zinc finger factors{2.3.3}	ZN350_HUMAN
Q9H165	add_hocomoco_to_existing_identical_pwm	M08881_2.00	M08881_2.00;BC11A_HUMAN.H11MO.0.A					BCL11A	Factors with multiple dispersed zinc fingers{2.3.4}	BC11A_HUMAN
Q9H334	add_hocomoco_to_existing_identical_pwm	MA0481.1	MA0481.1;FOXP1_HUMAN.H11MO.0.A					FOXP1	Forkhead box (FOX) factors{3.3.1}	FOXP1_HUMAN
Q9H3D4	add_hocomoco_to_existing_identical_pwm	MA0525.1	MA0525.1;P63_HUMAN.H11MO.0.A					TP63	p53-related factors{6.3.1}	P63_HUMAN
Q9H4Z2	upgrade_to_identical_pwm		ZN335_HUMAN.H11MO.0.A		M01199_2.00 (53.8%);M01849_2.00 (54.1%);M06135_2.00 (50.0%)	TFS_sp_Q9H4Z2_ZN335_HUMAN:496:698_5v3j_E_1.meme;TFS_sp_Q9H4Z2_ZN335_HUMAN:463:698_5wjq_D_1.meme;TFS_sp_Q9H4Z2_ZN335_HUMAN:463:705_8ssu_A_1.meme;TFS_sp_Q9H4Z2_ZN335_HUMAN:496:698_5v3m_C_1.meme		ZNF335	Factors with multiple dispersed zinc fingers{2.3.4}	ZN335_HUMAN
Q9H5H4	upgrade_to_identical_pwm		ZN768_HUMAN.H11MO.0.C	M00960_2.00 (71.0%)	M00022_2.00 (51.7%);M00134_2.00 (51.5%);M00609_2.00 (56.3%);M00619_2.00 (51.7%);M00765_2.00 (50.0%);M00782_2.00 (52.6%);M00786_2.00 (56.6%);M00939_2.00 (61.4%);M00943_2.00 (65.8%);M00944_2.00 (67.4%);M00945_2.00 (54.1%);M00948_2.00 (68.6%);M00950_2.00 (67.4%);M00952_2.00 (68.6%);M00953_2.00 (65.0%);M00955_2.00 (60.2%);M00958_2.00 (67.4%);M00959_2.00 (67.4%);M01181_2.00 (51.2%);M01432_2.00 (54.0%);M01456_2.00 (52.1%);M01457_2.00 (52.7%);M01474_2.00 (52.9%);M02924_2.00 (54.8%);M03671_2.00 (51.6%);M03682_2.00 (50.0%);M03686_2.00 (53.5%);M03702_2.00 (50.6%);M04387_2.00 (59.0%);M04465_2.00 (53.9%);M04505_2.00 (52.7%);M04524_2.00 (51.7%);M04590_2.00 (51.2%);M04598_2.00 (58.7%);M04613_2.00 (54.7%);M04621_2.00 (51.2%);M04650_2.00 (55.8%);M04653_2.00 (57.8%);M05859_2.00 (53.1%);M06039_2.00 (62.0%);M06051_2.00 (55.5%);M06053_2.00 (53.3%);M06108_2.00 (50.0%);M07566_2.00 (52.7%);M07578_2.00 (50.2%);M07579_2.00 (55.8%);M07581_2.00 (53.0%);M07587_2.00 (53.7%);M07588_2.00 (53.4%);M07590_2.00 (53.7%);M07593_2.00 (56.6%);M07598_2.00 (54.4%);M07600_2.00 (50.1%);M07605_2.00 (55.1%);M07610_2.00 (51.6%);M07635_2.00 (54.1%);M07645_2.00 (51.3%);M07658_2.00 (60.0%);M07660_2.00 (53.0%);M07683_2.00 (51.6%);M07684_2.00 (53.4%);M07689_2.00 (55.3%);M07691_2.00 (63.3%);M07700_2.00 (55.1%);M07712_2.00 (55.4%);M07714_2.00 (51.9%);M07746_2.00 (52.1%);M07761_2.00 (51.9%);M07777_2.00 (54.9%);M08247_2.00 (50.7%);M08252_2.00 (53.8%);M08255_2.00 (54.2%);M08256_2.00 (50.1%);M08267_2.00 (54.8%);M08279_2.00 (51.9%);M08291_2.00 (50.1%);M08295_2.00 (51.8%);M08311_2.00 (51.7%);M08325_2.00 (57.0%);M08329_2.00 (50.8%);M08334_2.00 (53.7%);M08335_2.00 (51.9%);M08342_2.00 (52.3%);M08355_2.00 (54.1%);M08371_2.00 (53.0%);M08373_2.00 (58.3%);M08375_2.00 (54.8%);M08392_2.00 (50.5%);M08395_2.00 (51.6%);M08889_2.00 (53.5%);M08901_2.00 (56.8%);M08903_2.00 (56.4%);M08917_2.00 (55.8%);M08934_2.00 (52.6%);M08944_2.00 (51.7%);M08985_2.00 (50.0%);MA0038.1 (51.7%);MA0038.2 (51.7%);MA0079.1 (50.0%);MA0685.1 (53.1%);MA0740.1 (51.3%);MA0747.1 (50.0%);MA1124.1 (60.1%);MA1564.1 (50.0%);MA1587.1 (55.9%);MA1589.1 (51.2%);MA1594.1 (50.7%);MA1601.1 (51.6%)			ZNF768	More than 3 adjacent zinc finger factors{2.3.3}	ZN768_HUMAN
Q9H6I2	upgrade_to_identical_pwm		SOX17_HUMAN.H11MO.0.C	M03533_2.00 (82.1%);M03974_2.00 (72.8%);MA0078.1 (83.8%)	M00197_2.00 (66.6%);M00212_2.00 (57.3%);M02488_2.00 (53.9%);M03508_2.00 (61.8%);M03537_2.00 (64.2%);M03538_2.00 (52.9%);M03979_2.00 (61.3%);M03981_2.00 (57.5%);M03983_2.00 (61.5%);M05769_2.00 (52.9%);M05892_2.00 (55.5%);M09404_2.00 (56.7%);M09408_2.00 (59.2%);M09410_2.00 (61.3%);M09694_2.00 (58.9%);M11309_2.00 (56.7%);MA0077.1 (67.8%);MA0084.1 (53.8%);MA0087.1 (56.7%);MA0142.1 (60.5%);MA0143.4 (50.4%);MA0442.1 (64.2%);MA0514.1 (52.9%);MA0515.1 (55.5%);MA0867.1 (61.3%);MA0868.1 (65.5%);MA0869.1 (64.0%);MA1152.1 (61.8%);MA1561.1 (61.3%);MA1562.1 (62.6%)			SOX17	SOX-related factors{4.1.1}	SOX17_HUMAN
Q9H9S0	add_hocomoco_to_existing_identical_pwm	M09139_2.00	M09139_2.00;NANOG_HUMAN.H11MO.0.A					NANOG	NK-related factors{3.1.2}	NANOG_HUMAN
Q9HBE1	add_hocomoco_to_existing_identical_pwm	M08864_2.00	M08864_2.00;PATZ1_HUMAN.H11MO.0.C					PATZ1	Factors with multiple dispersed zinc fingers{2.3.4}	PATZ1_HUMAN
Q9HCS4	add_hocomoco_to_existing_identical_pwm	MA1421.1	MA1421.1;TF7L1_HUMAN.H11MO.0.B					TCF7L1	TCF-7-related factors{4.1.3}	TF7L1_HUMAN
Q9NPC8	add_hocomoco_to_existing_identical_pwm	MA1119.1	MA1119.1;SIX2_HUMAN.H11MO.0.A					SIX2	HD-SINE factors{3.1.6}	SIX2_HUMAN
Q9NQB0	add_hocomoco_to_existing_identical_pwm	MA0523.1	MA0523.1;TF7L2_HUMAN.H11MO.0.A					TCF7L2	TCF-7-related factors{4.1.3}	TF7L2_HUMAN
Q9NQX6	add_hocomoco_to_existing_identical_pwm	M08309_2.00	M08309_2.00;ZN331_HUMAN.H11MO.0.C					ZNF331	More than 3 adjacent zinc finger factors{2.3.3}	ZN331_HUMAN
Q9NR55	add_hocomoco_to_existing_identical_pwm	MA0835.2	MA0835.2;BATF3_HUMAN.H11MO.0.B					BATF3	B-ATF-related factors{1.1.4}	BATF3_HUMAN
Q9NVV9	add_hocomoco_to_existing_identical_pwm	MA0597.1	MA0597.1;THAP1_HUMAN.H11MO.0.C					THAP1	THAP-related factors{2.9.1}	THAP1_HUMAN
Q9NXT0	add_hocomoco_to_existing_identical_pwm	M08859_2.00	M08859_2.00;ZN586_HUMAN.H11MO.0.C					ZNF586	More than 3 adjacent zinc finger factors{2.3.3}	ZN586_HUMAN
Q9NZC4	add_hocomoco_to_existing_identical_pwm	MA0598.1	MA0598.1;EHF_HUMAN.H11MO.0.B					EHF	Ets-related factors{3.5.2}	EHF_HUMAN
Q9P0K8	add_hocomoco_to_existing_identical_pwm	M10528_2.00	M10528_2.00;FOXJ2_HUMAN.H11MO.0.C					FOXJ2	Forkhead box (FOX) factors{3.3.1}	FOXJ2_HUMAN
Q9UBB5	upgrade_to_identical_pwm		MBD2_HUMAN.H11MO.0.B		M09257_2.00 (50.0%)	TFS_sp_Q9UBB5_MBD2_HUMAN:151:216_6ogj_A_1.meme;TFS_sp_Q9UBB5_MBD2_HUMAN:147:204_6c1y_A_1.meme;TFS_sp_Q9UBB5_MBD2_HUMAN:145:204_6ogk_A_1.meme;TFS_sp_Q9UBB5_MBD2_HUMAN:147:204_3c2i_A_1.meme;TFS_sp_Q9UBB5_MBD2_HUMAN:145:216_6ogj_B_1.meme		MBD2		MBD2_HUMAN
Q9UBC0	add_hocomoco_to_existing_identical_pwm	MA0679.1	MA0679.1;HNF6_HUMAN.H11MO.0.B					ONECUT1	HD-CUT factors{3.1.9}	HNF6_HUMAN
Q9UBR4	add_hocomoco_to_existing_identical_pwm	M09137_2.00	M09137_2.00;LHX3_HUMAN.H11MO.0.C					LHX3	HD-LIM factors{3.1.5}	LHX3_HUMAN
Q9UBX2	add_hocomoco_to_existing_identical_pwm	MA0468.1	MA0468.1;DUX4_HUMAN.H11MO.0.A					DUX4	Paired-related HD factors{3.1.3}	DUX4_HUMAN
Q9UH73	add_hocomoco_to_existing_identical_pwm	MA0154.1	MA0154.1;COE1_HUMAN.H11MO.0.A					EBF1	Early B-Cell Factor-related factors{6.1.5}	COE1_HUMAN
Q9UIH9	add_hocomoco_to_existing_identical_pwm	MA1513.1	MA1513.1;KLF15_HUMAN.H11MO.0.A					KLF15	Three-zinc finger Krüppel-related factors{2.3.1}	KLF15_HUMAN
Q9UJQ4	upgrade_to_identical_pwm		SALL4_HUMAN.H11MO.0.B	M08979_2.00 (97.1%)	M00953_2.00 (56.6%);M01042_2.00 (52.3%);M01447_2.00 (50.0%);M01456_2.00 (54.3%);M01883_2.00 (52.3%);M03690_2.00 (57.1%);M03691_2.00 (50.0%);M06087_2.00 (50.0%);M07610_2.00 (52.8%);M07674_2.00 (51.0%);M07731_2.00 (58.8%);M08247_2.00 (54.7%);M08334_2.00 (57.1%);M08366_2.00 (54.7%);M08397_2.00 (53.7%);M09002_2.00 (59.1%);MA0743.1 (53.7%);MA0744.1 (53.7%);MA1124.1 (50.9%);MA1594.1 (54.7%)			SALL4	Factors with multiple dispersed zinc fingers{2.3.4}	SALL4_HUMAN
Q9UKW6	add_hocomoco_to_existing_identical_pwm	MA0136.1	MA0136.1;ELF5_HUMAN.H11MO.0.A					ELF5	Ets-related factors{3.5.2}	ELF5_HUMAN
Q9UL59	add_hocomoco_to_existing_identical_pwm	M08314_2.00	M08314_2.00;ZN214_HUMAN.H11MO.0.C					ZNF214	More than 3 adjacent zinc finger factors{2.3.3}	ZN214_HUMAN
Q9ULM2	add_hocomoco_to_existing_identical_pwm	M08366_2.00	M08366_2.00;ZN490_HUMAN.H11MO.0.C					ZNF490	More than 3 adjacent zinc finger factors{2.3.3}	ZN490_HUMAN
Q9ULX9	add_hocomoco_to_existing_identical_pwm	MA0495.1	MA0495.1;MAFF_HUMAN.H11MO.0.B					MAFF	Maf-related factors{1.1.3}	MAFF_HUMAN
Q9UPW0	add_hocomoco_to_existing_identical_pwm	M03046_2.00	M03046_2.00;FOXJ3_HUMAN.H11MO.0.A					FOXJ3	Forkhead box (FOX) factors{3.3.1}	FOXJ3_HUMAN
Q9Y261	add_hocomoco_to_existing_identical_pwm	MA0047.3	MA0047.3;FOXA2_HUMAN.H11MO.0.A					FOXA2	Forkhead box (FOX) factors{3.3.1}	FOXA2_HUMAN
Q9Y2Q1	upgrade_to_identical_pwm		ZN257_HUMAN.H11MO.0.C	M00955_2.00 (78.8%);M07714_2.00 (70.1%);M07715_2.00 (71.4%);M08295_2.00 (70.9%);M08381_2.00 (71.8%);M08921_2.00 (70.8%);M08934_2.00 (70.5%)	M00143_2.00 (50.0%);M00217_2.00 (50.3%);M00224_2.00 (50.0%);M00782_2.00 (55.4%);M00939_2.00 (62.3%);M00943_2.00 (61.1%);M00944_2.00 (62.3%);M00945_2.00 (58.6%);M00948_2.00 (62.3%);M00950_2.00 (64.7%);M00952_2.00 (61.1%);M00953_2.00 (62.3%);M00958_2.00 (61.1%);M00959_2.00 (64.7%);M00960_2.00 (64.7%);M01181_2.00 (51.6%);M01474_2.00 (51.0%);M02924_2.00 (63.5%);M04387_2.00 (52.7%);M04505_2.00 (50.9%);M04598_2.00 (54.7%);M04610_2.00 (57.3%);M04611_2.00 (56.8%);M04613_2.00 (52.7%);M04621_2.00 (50.9%);M04650_2.00 (51.4%);M04653_2.00 (58.7%);M05844_2.00 (50.6%);M05847_2.00 (54.4%);M07562_2.00 (50.7%);M07565_2.00 (65.2%);M07578_2.00 (53.9%);M07581_2.00 (51.1%);M07586_2.00 (58.6%);M07587_2.00 (52.1%);M07605_2.00 (54.2%);M07613_2.00 (62.8%);M07660_2.00 (51.5%);M07683_2.00 (53.1%);M07687_2.00 (68.0%);M07727_2.00 (54.3%);M07753_2.00 (57.9%);M07761_2.00 (66.3%);M07767_2.00 (57.2%);M07775_2.00 (63.8%);M08245_2.00 (52.9%);M08314_2.00 (50.0%);M08325_2.00 (60.1%);M08329_2.00 (54.1%);M08334_2.00 (52.6%);M08335_2.00 (50.3%);M08355_2.00 (53.5%);M08375_2.00 (59.8%);M08395_2.00 (50.8%);M08901_2.00 (51.4%);M08985_2.00 (50.8%);M09515_2.00 (51.1%);MA0472.1 (51.1%);MA0472.2 (51.1%);MA0599.1 (51.2%);MA0753.1 (50.0%);MA1124.1 (58.4%);MA1516.1 (51.2%);MA1599.1 (59.5%);MA1601.1 (53.1%)			ZNF257	More than 3 adjacent zinc finger factors{2.3.3}	ZN257_HUMAN
Q9Y2X9	upgrade_to_identical_pwm		ZN281_HUMAN.H11MO.0.A	M04509_2.00 (95.9%);MA1630.1 (94.6%)	M00143_2.00 (55.9%);M02057_2.00 (60.0%);M06053_2.00 (50.0%);M07757_2.00 (54.1%);MA0753.1 (54.1%)			ZNF281	More than 3 adjacent zinc finger factors{2.3.3}	ZN281_HUMAN
Q9Y4X4	add_hocomoco_to_existing_identical_pwm	M04430_2.00	M04430_2.00;KLF12_HUMAN.H11MO.0.C					KLF12	Three-zinc finger Krüppel-related factors{2.3.1}	KLF12_HUMAN
Q9Y5Q3	add_hocomoco_to_existing_identical_pwm	M08811_2.00	M08811_2.00;MAFB_HUMAN.H11MO.0.B					MAFB	Maf-related factors{1.1.3}	MAFB_HUMAN
Q9Y5X4	add_hocomoco_to_existing_identical_pwm	M00371_2.00	M00371_2.00;NR2E3_HUMAN.H11MO.0.C					NR2E3	RXR-related receptors (NR2){2.1.3}	NR2E3_HUMAN
O14867	new_tf_from_hocomoco		BACH1_HUMAN.H11MO.0.A					BACH1	Jun-related factors{1.1.1}	BACH1_HUMAN
O15350	new_tf_from_hocomoco		P73_HUMAN.H11MO.0.A					TP73	p53-related factors{6.3.1}	P73_HUMAN
O15516	new_tf_from_hocomoco		CLOCK_HUMAN.H11MO.0.C					CLOCK	PAS domain factors{1.2.5}	CLOCK_HUMAN
O60264	new_tf_from_hocomoco		SMCA5_HUMAN.H11MO.0.C					SMARCA5	Myb/SANT domain factors{3.5.1}	SMCA5_HUMAN
O75626	new_tf_from_hocomoco		PRDM1_HUMAN.H11MO.0.A					PRDM1	More than 3 adjacent zinc finger factors{2.3.3}	PRDM1_HUMAN
O95365	new_tf_from_hocomoco		ZBT7A_HUMAN.H11MO.0.A					ZBTB7A	More than 3 adjacent zinc finger factors{2.3.3}	ZBT7A_HUMAN
P04637	new_tf_from_hocomoco		P53_HUMAN.H11MO.0.A					TP53	p53-related factors{6.3.1}	P53_HUMAN
P10074	new_tf_from_hocomoco		ZBT48_HUMAN.H11MO.0.C					ZBTB48	More than 3 adjacent zinc finger factors{2.3.3}	ZBT48_HUMAN
P11161	new_tf_from_hocomoco		EGR2_HUMAN.H11MO.0.A					EGR2	Three-zinc finger Krüppel-related factors{2.3.1}	EGR2_HUMAN
P15336	new_tf_from_hocomoco		ATF2_HUMAN.H11MO.0.B					ATF2	Jun-related factors{1.1.1}	ATF2_HUMAN
P15923	new_tf_from_hocomoco		TFE2_HUMAN.H11MO.0.A					TCF3	E2A-related factors{1.2.1}	TFE2_HUMAN
P21675	new_tf_from_hocomoco		TAF1_HUMAN.H11MO.0.A					TAF1	TCF-7-related factors{4.1.3}	TAF1_HUMAN
P25490	new_tf_from_hocomoco		TYY1_HUMAN.H11MO.0.A					YY1	More than 3 adjacent zinc finger factors{2.3.3}	TYY1_HUMAN
P28370	new_tf_from_hocomoco		SMCA1_HUMAN.H11MO.0.C					SMARCA1	Myb/SANT domain factors{3.5.1}	SMCA1_HUMAN
P41182	new_tf_from_hocomoco		BCL6_HUMAN.H11MO.0.A					BCL6	More than 3 adjacent zinc finger factors{2.3.3}	BCL6_HUMAN
P42226	new_tf_from_hocomoco		STAT6_HUMAN.H11MO.0.B					STAT6	STAT factors{6.2.1}	STAT6_HUMAN
P48436	new_tf_from_hocomoco		SOX9_HUMAN.H11MO.0.B					SOX9	SOX-related factors{4.1.1}	SOX9_HUMAN
P49711	new_tf_from_hocomoco		CTCF_HUMAN.H11MO.0.A					CTCF	More than 3 adjacent zinc finger factors{2.3.3}	CTCF_HUMAN
P84022	new_tf_from_hocomoco		SMAD3_HUMAN.H11MO.0.B					SMAD3	SMAD factors{7.1.1}	SMAD3_HUMAN
Q00613	new_tf_from_hocomoco		HSF1_HUMAN.H11MO.0.A					HSF1	HSF factors{3.4.1}	HSF1_HUMAN
Q03112	new_tf_from_hocomoco		EVI1_HUMAN.H11MO.0.B					MECOM	Factors with multiple dispersed zinc fingers{2.3.4}	EVI1_HUMAN
Q08050	new_tf_from_hocomoco		FOXM1_HUMAN.H11MO.0.A					FOXM1	Forkhead box (FOX) factors{3.3.1}	FOXM1_HUMAN
Q13127	new_tf_from_hocomoco		REST_HUMAN.H11MO.0.A					REST	Factors with multiple dispersed zinc fingers{2.3.4}	REST_HUMAN
Q13951	new_tf_from_hocomoco		PEBB_HUMAN.H11MO.0.C					CBFB		PEBB_HUMAN
Q15306	new_tf_from_hocomoco		IRF4_HUMAN.H11MO.0.A					IRF4	Interferon-regulatory factors{3.5.3}	IRF4_HUMAN
Q16520	new_tf_from_hocomoco		BATF_HUMAN.H11MO.0.A					BATF	B-ATF-related factors{1.1.4}	BATF_HUMAN
Q8N2R0	new_tf_from_hocomoco		OSR2_HUMAN.H11MO.0.C					OSR2	More than 3 adjacent zinc finger factors{2.3.3}	OSR2_HUMAN
Q99801	new_tf_from_hocomoco		NKX31_HUMAN.H11MO.0.C					NKX3-1	NK-related factors{3.1.2}	NKX31_HUMAN
Q9BQA5	new_tf_from_hocomoco		HINFP_HUMAN.H11MO.0.C					HINFP	Factors with multiple dispersed zinc fingers{2.3.4}	HINFP_HUMAN
Q9GZV8	new_tf_from_hocomoco		PRD14_HUMAN.H11MO.0.A					PRDM14	More than 3 adjacent zinc finger factors{2.3.3}	PRD14_HUMAN
Q9NQX0	new_tf_from_hocomoco		PRDM6_HUMAN.H11MO.0.C					PRDM6	More than 3 adjacent zinc finger factors{2.3.3}	PRDM6_HUMAN
Q9UJU2	new_tf_from_hocomoco		LEF1_HUMAN.H11MO.0.A					LEF1	TCF-7-related factors{4.1.3}	LEF1_HUMAN
Q9UL17	new_tf_from_hocomoco		TBX21_HUMAN.H11MO.0.A					TBX21	TBrain-related factors{6.5.2}	TBX21_HUMAN
