Ensembl_gene_id	HGNC_symbol	DBD_Lambert2018	DBD_Codebook2026	is_TF	assessment_Lambert2018	conservative_reassessment	reassessment	motif_status	representative_motif_count	representative_motif_ids
ENSG00000101493	ZNF516	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF516
ENSG00000178163	ZNF518B	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF518B
ENSG00000167625	ZNF526	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF526
ENSG00000074657	ZNF532	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF532
ENSG00000198597	ZNF536	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF536
ENSG00000204519	ZNF551	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF551
ENSG00000198453	ZNF568	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF568
ENSG00000196437	ZNF569	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF569
ENSG00000171970	ZNF57	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF57
ENSG00000176472	ZNF575	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF575
ENSG00000258405	ZNF578	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF578
ENSG00000269343	ZNF587B	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF587B
ENSG00000166704	ZNF606	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF606
ENSG00000157657	ZNF618	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF618
ENSG00000183309	ZNF623	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF623
ENSG00000167395	ZNF646	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF646
ENSG00000179930	ZNF648	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF648
ENSG00000160229	ZNF66	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF66
ENSG00000197497	ZNF665	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF665
ENSG00000167394	ZNF668	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF668
ENSG00000171161	ZNF672	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF672
ENSG00000196109	ZNF676	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF676
ENSG00000181450	ZNF678	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF678
ENSG00000176083	ZNF683	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF683
ENSG00000156853	ZNF689	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF689
ENSG00000185730	ZNF696	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF696
ENSG00000196110	ZNF699	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF699
ENSG00000187792	ZNF70	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF70
ENSG00000196757	ZNF700	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF700
ENSG00000183779	ZNF703	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF703
ENSG00000214534	ZNF705E	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF705E
ENSG00000242852	ZNF709	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF709
ENSG00000182903	ZNF721	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF721
ENSG00000196081	ZNF724	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF724
ENSG00000213967	ZNF726	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF726
ENSG00000269067	ZNF728	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF728
ENSG00000196350	ZNF729	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF729
ENSG00000186777	ZNF732	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF732
ENSG00000181220	ZNF746	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF746
ENSG00000197128	ZNF772	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF772
ENSG00000152439	ZNF773	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF773
ENSG00000196456	ZNF775	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF775
ENSG00000128000	ZNF780B	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF780B
ENSG00000214189	ZNF788P	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF788P
ENSG00000048405	ZNF800	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF800
ENSG00000198346	ZNF813	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF813
ENSG00000204514	ZNF814	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF814
ENSG00000151612	ZNF827	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF827
ENSG00000167766	ZNF83	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF83
ENSG00000124203	ZNF831	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF831
ENSG00000196267	ZNF836	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF836
ENSG00000197608	ZNF841	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF841
ENSG00000213799	ZNF845	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF845
ENSG00000267041	ZNF850	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF850
ENSG00000236609	ZNF853	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF853
ENSG00000261221	ZNF865	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF865
ENSG00000257446	ZNF878	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF878
ENSG00000213793	ZNF888	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF888
ENSG00000146757	ZNF92	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZNF92
ENSG00000158691	ZSCAN12	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZSCAN12
ENSG00000176371	ZSCAN2	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZSCAN2
ENSG00000197037	ZSCAN25	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZSCAN25
ENSG00000198205	ZXDA	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZXDA
ENSG00000198455	ZXDB	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZXDB
ENSG00000070476	ZXDC	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZXDC
ENSG00000112365	ZBTB24	C2H2 ZF; AT hook	C2H2 ZF; AT hook	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZBTB24
ENSG00000139793	MBNL2	CCCH ZF	CCCH ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MBNL2
ENSG00000234616	JRK	CENPB	CENPB	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	JRK
ENSG00000173825	TIGD3	CENPB	CENPB	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TIGD3
ENSG00000169989	TIGD4	CENPB	CENPB	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TIGD4
ENSG00000179886	TIGD5	CENPB	CENPB	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TIGD5
ENSG00000140993	TIGD7	CENPB	CENPB	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TIGD7
ENSG00000171735	CAMTA1	CG-1	CG-1	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	CAMTA1
ENSG00000108509	CAMTA2	CG-1	CG-1	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	CAMTA2
ENSG00000163320	CGGBP1	Unknown	CGGBP	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	CGGBP1
ENSG00000168772	CXXC4	CxxC	CxxC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	CXXC4
ENSG00000099364	FBXL19	CxxC	CxxC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	FBXL19
ENSG00000173120	KDM2A	CxxC	CxxC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	KDM2A
ENSG00000187605	TET3	CxxC	CxxC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TET3
ENSG00000059122	FLYWCH1	FLYWCH	FLYWCH	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	FLYWCH1
ENSG00000167491	GATAD2A	GATA	GATA	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	GATAD2A
ENSG00000220201	ZGLP1	GATA	GATA	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	ZGLP1
ENSG00000158055	GRHL3	Grainyhead	Grainyhead	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	GRHL3
ENSG00000196275	GTF2IRD2	GTF2I-like	GTF2I-like	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	GTF2IRD2
ENSG00000140382	HMG20A	HMG/Sox	HMG/Sox	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	HMG20A
ENSG00000213921	LEUTX	Homeodomain	Homeodomain	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	LEUTX
ENSG00000150051	MKX	Homeodomain	Homeodomain	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MKX
ENSG00000178928	TPRX1	Homeodomain	Homeodomain	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TPRX1
ENSG00000188981	MSANTD1	MADF	MADF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MSANTD1
ENSG00000071655	MBD3	MBD	MBD	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MBD3
ENSG00000141644	MBD1	MBD; CxxC ZF	MBD; CxxC ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MBD1
ENSG00000135164	DMTF1	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	DMTF1
ENSG00000170903	MSANTD4	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MSANTD4
ENSG00000176182	MYPOP	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MYPOP
ENSG00000162601	MYSM1	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MYSM1
ENSG00000147601	TERF1	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TERF1
ENSG00000125482	TTF1	Myb/SANT	Myb/SANT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	TTF1
ENSG00000166268	MYRFL	Ndt80/PhoG	Ndt80/PhoG	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	MYRFL
ENSG00000067066	SP100	SAND	SAND	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	SP100
ENSG00000079263	SP140	SAND	SAND	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	SP140
ENSG00000185404	SP140L	SAND	SAND	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	SP140L
ENSG00000276644	DACH1	Unknown	SKI/SNO/DAC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	DACH1
ENSG00000126733	DACH2	Unknown	SKI/SNO/DAC	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	DACH2
ENSG00000146676	PURB	Unknown	Unknown	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - Codebook	1	PURB
ENSG00000117139	KDM5B	ARID/BRIGHT	ARID/BRIGHT	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	KDM5B
ENSG00000136504	KAT7	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	KAT7
ENSG00000205189	ZBTB10	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZBTB10
ENSG00000116809	ZBTB17	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZBTB17
ENSG00000136866	ZFP37	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZFP37
ENSG00000198315	ZKSCAN8	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZKSCAN8
ENSG00000062370	ZNF112	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF112
ENSG00000197008	ZNF138	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF138
ENSG00000197279	ZNF165	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF165
ENSG00000196793	ZNF239	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF239
ENSG00000172466	ZNF24	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF24
ENSG00000137871	ZNF280D	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF280D
ENSG00000178175	ZNF366	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF366
ENSG00000124613	ZNF391	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF391
ENSG00000176222	ZNF404	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF404
ENSG00000130818	ZNF426	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF426
ENSG00000265763	ZNF488	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF488
ENSG00000196700	ZNF512B	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF512B
ENSG00000198028	ZNF560	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF560
ENSG00000161551	ZNF577	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF577
ENSG00000245680	ZNF585B	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF585B
ENSG00000166716	ZNF592	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF592
ENSG00000189190	ZNF600	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF600
ENSG00000197566	ZNF624	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF624
ENSG00000175105	ZNF654	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF654
ENSG00000176723	ZNF843	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF843
ENSG00000166529	ZSCAN21	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZSCAN21
ENSG00000243943	ZNF512	C2H2 ZF; BED ZF	C2H2 ZF; BED ZF	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	ZNF512
ENSG00000272333	KMT2B	CxxC; AT hook	CxxC; AT hook	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	KMT2B
ENSG00000143006	DMRTB1	DM	DM	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	DMRTB1
ENSG00000143614	GATAD2B	GATA	GATA	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	GATAD2B
ENSG00000170448	NFXL1	NFX	NFX	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	NFXL1
ENSG00000175550	DRAP1	Unknown	Unknown	Yes	Likely to be sequence specific TF	Known motif	Known motif	New motif - literature	1	DRAP1
ENSG00000189079	ARID2	ARID/BRIGHT; RFX	ARID/BRIGHT; RFX	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000126705	AHDC1	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000106948	AKNA	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000173894	CBX2	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000104885	DOT1L	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000025293	PHF20	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000126464	PRR12	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000146285	SCML4	AT hook	AT hook	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000141258	SGSM2	BED ZF	BED ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000132846	ZBED3	BED ZF	BED ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000084676	NCOA1	bHLH	bHLH	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000140396	NCOA2	bHLH	bHLH	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000124151	NCOA3	bHLH	bHLH	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000165643	SOHLH1	bHLH	bHLH	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000267179	AC008770	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000105127	AKAP8	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000011243	AKAP8L	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000163516	ANKZF1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000159588	CCDC17	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000198824	CHAMP1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000147183	CPXCR1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000134874	DZIP1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000102189	EEA1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000164334	FAM170A	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000153814	JAZF1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000151657	KIN	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000154655	L3MBTL4	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000198300	PEG3	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000116731	PRDM2	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000152784	PRDM8	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000185238	PRMT3	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000131381	RBSN	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000135148	TRAFD1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000130584	ZBTB46	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000169946	ZFPM2	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000166432	ZMAT1	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000165061	ZMAT4	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000010244	ZNF207	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Unlikely to be sequence specific TF	No motif - Codebook tested	NA	NA
ENSG00000159882	ZNF230	C2H2 ZF	C2H2 ZF	Yes	Likely to be sequence specific TF	Likely to be sequence specific TF	Likely to be sequence specific TF	No motif - Codebook tested	NA	NA
