TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
Q8NAP3	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,BTB			M01456_2.00 (52.1%);MA0591.1 (56.8%);MA1633.1 (50.8%)	TFS_sp_Q8NAP3_ZBT38_HUMAN:448:542_2lt7_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:1009:1120_6e93_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:1009:1116_5eh2_F_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:448:542_5vmv_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:448:542_5vmy_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:1009:1119_6e94_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:1008:1116_5ei9_E_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:448:542_5vmx_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:1008:1116_5egb_A_1.meme;TFS_sp_Q8NAP3_ZBT38_HUMAN:448:542_6dfc_A_1.meme	
Q8NAP8	zf-C2H2_4,zf-C2H2,MSP1_C,zf-C2H2_jaz,zf-met,zf-H2C2_2,BTB,zf-H2C2_5,DUF3342,Ribosomal_60s			M00019_2.00 (51.5%);M00632_2.00 (51.2%);M00950_2.00 (51.0%);M01181_2.00 (50.0%);M01468_2.00 (52.1%);M01538_2.00 (54.0%);M01883_2.00 (51.0%);M08525_2.00 (51.5%)	TFS_sp_Q8NAP8_ZBT8B_HUMAN:342:393_3uk3_D_1.meme;TFS_sp_Q8NAP8_ZBT8B_HUMAN:342:393_4is1_D_1.meme	
Q8NB15	zf-C2H2_4,RAG2_PHD,zf-C2H2				TFS_sp_Q8NB15_ZN511_HUMAN:144:169_2gli_A_1.meme;TFS_sp_Q8NB15_ZN511_HUMAN:144:169_1tf3_A_1.meme;TFS_sp_Q8NB15_ZN511_HUMAN:73:169_8ffz_A_1.meme;TFS_sp_Q8NB15_ZN511_HUMAN:81:169_1ubd_C_1.meme	
Q8NB42	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6,GATA,BolA		M04653_2.00 (71.4%)	M00142_2.00 (51.5%);M00609_2.00 (53.2%);M00782_2.00 (56.0%);M00786_2.00 (53.6%);M00939_2.00 (62.3%);M00943_2.00 (58.8%);M00944_2.00 (62.7%);M00945_2.00 (54.0%);M00948_2.00 (62.3%);M00950_2.00 (64.7%);M00952_2.00 (60.0%);M00953_2.00 (61.6%);M00955_2.00 (65.8%);M00958_2.00 (57.6%);M00959_2.00 (64.7%);M00960_2.00 (64.7%);M01474_2.00 (52.9%);M01538_2.00 (51.1%);M02924_2.00 (61.9%);M03710_2.00 (50.6%);M04387_2.00 (55.4%);M04430_2.00 (50.0%);M04465_2.00 (59.5%);M04505_2.00 (52.0%);M04536_2.00 (54.4%);M04598_2.00 (53.9%);M04611_2.00 (56.8%);M04613_2.00 (60.8%);M04621_2.00 (57.3%);M04650_2.00 (54.6%);M05844_2.00 (52.0%);M07578_2.00 (53.7%);M07587_2.00 (52.1%);M07628_2.00 (50.3%);M07633_2.00 (53.4%);M07635_2.00 (52.7%);M07648_2.00 (53.0%);M07656_2.00 (53.6%);M07660_2.00 (52.7%);M07683_2.00 (57.8%);M07689_2.00 (50.4%);M07691_2.00 (53.0%);M07727_2.00 (54.6%);M07746_2.00 (51.2%);M07753_2.00 (53.8%);M08254_2.00 (54.1%);M08267_2.00 (57.0%);M08325_2.00 (58.1%);M08329_2.00 (60.5%);M08334_2.00 (56.9%);M08355_2.00 (56.1%);M08373_2.00 (51.9%);M08375_2.00 (51.1%);M08392_2.00 (53.1%);M08395_2.00 (53.1%);M08540_2.00 (58.1%);M08859_2.00 (51.7%);M08887_2.00 (57.1%);M08901_2.00 (54.2%);M08903_2.00 (54.7%);M08985_2.00 (64.2%);MA0103.1 (52.0%);MA0103.2 (52.0%);MA0742.1 (50.0%);MA1124.1 (59.8%);MA1154.1 (50.3%);MA1587.1 (50.0%);MA1596.1 (54.6%);MA1601.1 (57.8%);MA1602.1 (50.7%)		
Q8NBB4	zf-C2H2_4,zf-C2H2,UPF0547,zf-C2H2_jaz,zf-H2C2_2,zinc_ribbon_5,zf-AN1,HTH_Tnp_ISL3,DUF2321,RRN7,zf-Mss51,zf-C2H2_6,zinc_ribbon_2,SapB_1,LIM,SCAN,zf-trcl,zinc_ribbon_4,IBR,CxxC_CxxC_SSSS	M04483_2.00				
Q8NBF1	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2	MA0735.1				
Q8NBU2	zf-C2H2_4,C1_4,zf-C2H2,TFIIS_C,zf-C2H2_jaz,zf-trcl,zf-AN1,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,GATA,zf-LYAR	M08309_2.00				
Q8NC26	zf-C2H2_4,zf-C2H2,zf-ribbon_3,YhfH,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Rubredoxin,zf-AN1,Zn_Tnp_IS1595,DUF2321,zinc_ribbon_2,zf-C2H2_6,KRAB,TF_Zn_Ribbon,PRP21_like_P,DNA_RNApol_7kD,zf-BED,zf-trcl,CxxC_CxxC_SSSS	M07650_2.00				
Q8NC84	zf-C2H2_4,C1_4,zf-C2H2,FYVE,TFIIS_C,zf-BED,zf-C2H2_jaz,zf-HIT,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6			M00019_2.00 (50.9%);M00764_2.00 (61.6%);M00782_2.00 (58.4%);M00939_2.00 (67.8%);M00943_2.00 (61.9%);M00944_2.00 (65.4%);M00945_2.00 (54.6%);M00948_2.00 (61.9%);M00950_2.00 (63.0%);M00952_2.00 (61.9%);M00953_2.00 (64.2%);M00955_2.00 (64.2%);M00958_2.00 (63.0%);M00959_2.00 (61.9%);M00960_2.00 (64.2%);M01456_2.00 (54.7%);M01531_2.00 (50.9%);M02924_2.00 (58.4%);M04387_2.00 (55.8%);M04465_2.00 (51.6%);M04475_2.00 (55.1%);M04515_2.00 (52.6%);M04598_2.00 (56.5%);M04613_2.00 (60.1%);M04621_2.00 (59.7%);M04650_2.00 (61.0%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.0%);M07566_2.00 (54.0%);M07578_2.00 (51.7%);M07579_2.00 (58.7%);M07581_2.00 (56.6%);M07588_2.00 (50.6%);M07601_2.00 (53.2%);M07605_2.00 (52.2%);M07633_2.00 (52.1%);M07638_2.00 (60.1%);M07659_2.00 (53.0%);M07678_2.00 (61.6%);M07683_2.00 (52.1%);M07689_2.00 (50.3%);M07731_2.00 (52.5%);M07747_2.00 (50.0%);M07753_2.00 (57.9%);M07770_2.00 (50.0%);M08234_2.00 (53.6%);M08247_2.00 (52.4%);M08254_2.00 (52.9%);M08255_2.00 (53.6%);M08267_2.00 (55.6%);M08292_2.00 (55.7%);M08314_2.00 (50.6%);M08325_2.00 (58.7%);M08329_2.00 (54.9%);M08334_2.00 (55.7%);M08335_2.00 (51.3%);M08355_2.00 (56.3%);M08357_2.00 (51.7%);M08373_2.00 (51.8%);M08375_2.00 (55.6%);M08386_2.00 (53.0%);M08395_2.00 (56.1%);M08901_2.00 (50.3%);M08985_2.00 (61.0%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (62.6%);MA1154.1 (52.4%);MA1596.1 (52.9%);MA1601.1 (52.1%);MA1602.1 (51.9%);MA1656.1 (51.6%)	TFS_tr_Q8NC84_Q8NC84_HUMAN:120:392_5v3j_E_1.meme;TFS_tr_Q8NC84_Q8NC84_HUMAN:161:392_5wjq_D_1.meme;TFS_tr_Q8NC84_Q8NC84_HUMAN:254:364_5ei9_E_1.meme;DIMER_tr_Q8NC84_Q8NC84_HUMAN:227:278_1llm_D_1.meme;TFS_tr_Q8NC84_Q8NC84_HUMAN:210:363_2i13_A_1.meme;TFS_tr_Q8NC84_Q8NC84_HUMAN:120:392_5v3m_C_1.meme	
Q8NCA9	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2H2_2,C1_1,zf-C2H2_6,zf-FCS	M04587_2.00				
Q8NCC0	zf-C2H2_4,zf-C2H2,NifU_N,Evr1_Alr,Prok-RING_2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_4,TFIIS_C,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,Desulfoferrod_N,SprT-like,DNA_RNApol_7kD,zf-trcl,DUF1610,CxxC_CxxC_SSSS,DUF164,DUF406,Ribosomal_L44,ANATO,Rep_fac-A_C,BolA		M00955_2.00 (72.9%);M02913_2.00 (70.0%);M07575_2.00 (72.4%);M07687_2.00 (71.5%);M08934_2.00 (70.5%)	M00132_2.00 (50.0%);M00134_2.00 (52.5%);M00149_2.00 (52.4%);M00609_2.00 (51.3%);M00619_2.00 (60.7%);M00645_2.00 (50.6%);M00764_2.00 (53.7%);M00782_2.00 (53.9%);M00939_2.00 (61.1%);M00943_2.00 (58.8%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (59.5%);M00950_2.00 (60.7%);M00952_2.00 (60.0%);M00953_2.00 (60.0%);M00958_2.00 (60.0%);M00959_2.00 (58.8%);M00960_2.00 (60.7%);M01044_2.00 (50.0%);M01174_2.00 (50.0%);M01181_2.00 (50.5%);M01432_2.00 (53.3%);M01442_2.00 (50.8%);M01444_2.00 (55.5%);M01453_2.00 (56.5%);M01457_2.00 (50.4%);M01531_2.00 (50.0%);M02924_2.00 (58.4%);M03671_2.00 (50.5%);M03677_2.00 (53.3%);M03710_2.00 (50.0%);M04387_2.00 (51.3%);M04465_2.00 (55.0%);M04480_2.00 (53.6%);M04505_2.00 (51.0%);M04524_2.00 (60.7%);M04590_2.00 (50.6%);M04598_2.00 (55.4%);M04610_2.00 (56.3%);M04611_2.00 (51.6%);M04613_2.00 (52.5%);M04650_2.00 (57.4%);M04653_2.00 (55.2%);M05853_2.00 (53.9%);M06039_2.00 (60.7%);M06072_2.00 (50.0%);M06087_2.00 (54.8%);M06088_2.00 (53.3%);M06108_2.00 (52.5%);M06169_2.00 (50.0%);M07562_2.00 (51.2%);M07566_2.00 (52.4%);M07578_2.00 (51.5%);M07579_2.00 (57.9%);M07581_2.00 (57.4%);M07582_2.00 (53.3%);M07587_2.00 (52.4%);M07588_2.00 (53.0%);M07590_2.00 (57.3%);M07593_2.00 (50.6%);M07598_2.00 (54.8%);M07600_2.00 (51.8%);M07605_2.00 (57.3%);M07607_2.00 (50.6%);M07610_2.00 (52.4%);M07620_2.00 (52.7%);M07635_2.00 (55.4%);M07638_2.00 (51.2%);M07646_2.00 (53.0%);M07648_2.00 (51.5%);M07649_2.00 (52.4%);M07650_2.00 (54.8%);M07658_2.00 (58.1%);M07660_2.00 (50.9%);M07667_2.00 (57.4%);M07678_2.00 (56.9%);M07679_2.00 (50.0%);M07683_2.00 (50.6%);M07684_2.00 (51.5%);M07686_2.00 (51.5%);M07688_2.00 (60.0%);M07689_2.00 (59.7%);M07691_2.00 (50.6%);M07699_2.00 (58.7%);M07700_2.00 (56.9%);M07702_2.00 (51.8%);M07707_2.00 (59.2%);M07714_2.00 (66.8%);M07717_2.00 (51.5%);M07725_2.00 (52.4%);M07727_2.00 (55.2%);M07729_2.00 (54.3%);M07733_2.00 (51.0%);M07753_2.00 (57.3%);M07761_2.00 (64.2%);M07762_2.00 (54.5%);M07764_2.00 (58.7%);M08239_2.00 (50.4%);M08245_2.00 (54.2%);M08252_2.00 (59.6%);M08254_2.00 (53.5%);M08255_2.00 (64.8%);M08256_2.00 (58.5%);M08267_2.00 (56.9%);M08279_2.00 (55.7%);M08283_2.00 (50.0%);M08291_2.00 (51.8%);M08292_2.00 (51.8%);M08295_2.00 (50.0%);M08300_2.00 (50.0%);M08309_2.00 (58.1%);M08311_2.00 (55.8%);M08325_2.00 (54.0%);M08329_2.00 (54.9%);M08334_2.00 (54.2%);M08335_2.00 (56.3%);M08342_2.00 (53.0%);M08347_2.00 (60.1%);M08355_2.00 (53.9%);M08357_2.00 (52.5%);M08366_2.00 (50.9%);M08367_2.00 (52.1%);M08371_2.00 (54.2%);M08373_2.00 (51.2%);M08375_2.00 (58.7%);M08386_2.00 (52.7%);M08392_2.00 (50.0%);M08395_2.00 (55.6%);M08399_2.00 (51.8%);M08859_2.00 (50.6%);M08860_2.00 (56.7%);M08887_2.00 (53.6%);M08903_2.00 (60.0%);M08914_2.00 (54.6%);M08917_2.00 (57.2%);M08935_2.00 (54.2%);M08944_2.00 (54.8%);M08977_2.00 (52.3%);M08985_2.00 (57.4%);M09515_2.00 (51.1%);MA0162.1 (51.1%);MA0162.2 (51.1%);MA0472.1 (51.1%);MA0472.2 (51.1%);MA0483.1 (60.7%);MA0599.1 (50.0%);MA0744.1 (54.8%);MA1124.1 (55.4%);MA1542.1 (50.0%);MA1587.1 (57.8%);MA1588.1 (52.5%);MA1592.1 (61.2%);MA1596.1 (55.2%);MA1597.1 (57.2%);MA1601.1 (50.6%);MA1602.1 (52.7%);MA1646.1 (50.0%)		
Q8NCK3	zf-C2H2_4,zf-C2H2,tRNA-synt_2d,Prok-RING_2,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Yippee,A2L_zn_ribbon,TFIIS_C,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,DUF3280,KRAB,GATA,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,FYDLN_acid			M00134_2.00 (55.7%);M00142_2.00 (52.6%);M00217_2.00 (50.7%);M00224_2.00 (51.3%);M00609_2.00 (54.1%);M00782_2.00 (56.1%);M00786_2.00 (51.0%);M00939_2.00 (58.8%);M00943_2.00 (55.2%);M00944_2.00 (58.8%);M00948_2.00 (55.2%);M00950_2.00 (55.2%);M00952_2.00 (54.1%);M00953_2.00 (55.2%);M00955_2.00 (61.1%);M00958_2.00 (55.2%);M00959_2.00 (55.9%);M00960_2.00 (56.4%);M01044_2.00 (50.8%);M02924_2.00 (57.1%);M03671_2.00 (50.8%);M04387_2.00 (53.7%);M04463_2.00 (52.6%);M04465_2.00 (50.0%);M04515_2.00 (52.5%);M04536_2.00 (50.5%);M04598_2.00 (56.0%);M04611_2.00 (51.7%);M04613_2.00 (55.0%);M04621_2.00 (51.1%);M04650_2.00 (55.9%);M05844_2.00 (52.0%);M06108_2.00 (52.7%);M06179_2.00 (50.0%);M07562_2.00 (51.4%);M07579_2.00 (56.2%);M07581_2.00 (53.5%);M07587_2.00 (52.5%);M07588_2.00 (51.5%);M07605_2.00 (51.7%);M07610_2.00 (52.2%);M07638_2.00 (53.3%);M07649_2.00 (53.4%);M07657_2.00 (51.5%);M07678_2.00 (53.0%);M07683_2.00 (54.6%);M07712_2.00 (50.1%);M07723_2.00 (50.7%);M07727_2.00 (50.0%);M07753_2.00 (55.2%);M08245_2.00 (53.8%);M08247_2.00 (51.1%);M08254_2.00 (55.4%);M08263_2.00 (52.2%);M08267_2.00 (57.1%);M08283_2.00 (51.5%);M08292_2.00 (51.4%);M08314_2.00 (52.4%);M08325_2.00 (57.1%);M08329_2.00 (52.5%);M08334_2.00 (53.5%);M08335_2.00 (51.7%);M08355_2.00 (56.2%);M08375_2.00 (57.8%);M08395_2.00 (50.5%);M08901_2.00 (55.0%);M08908_2.00 (53.6%);M08934_2.00 (50.3%);M08949_2.00 (55.6%);M08985_2.00 (56.8%);M09008_2.00 (50.0%);MA0039.1 (52.6%);MA0039.3 (52.6%);MA0103.1 (52.0%);MA0103.2 (52.0%);MA1124.1 (56.8%);MA1515.1 (52.6%);MA1517.1 (51.3%);MA1588.1 (51.1%);MA1601.1 (54.6%);MA1602.1 (57.0%);MA1656.1 (50.2%)	DIMER_sp_Q8NCK3_ZN485_HUMAN:380:433_1llm_D_1.meme;TFS_sp_Q8NCK3_ZN485_HUMAN:157:432_5v3m_C_1.meme;TFS_sp_Q8NCK3_ZN485_HUMAN:157:432_5v3j_E_1.meme;TFS_sp_Q8NCK3_ZN485_HUMAN:159:430_7w1m_H_1.meme;TFS_sp_Q8NCK3_ZN485_HUMAN:279:432_2i13_A_1.meme;TFS_sp_Q8NCK3_ZN485_HUMAN:154:432_5wjq_D_1.meme	
Q8NCN2	zf-C2H2_4,PyrI_C,zf-C2H2,BIR,DUF4187,zf-BED,zf-C2H2_jaz,zf-trcl,ROS_MUCR,zf-met,zf-H2C2_2,BTB,zf-C2H2_2,zf-C2HC_2,C1_1,DUF3342,FYDLN_acid		M04603_2.00 (72.4%)	M00786_2.00 (50.6%);M04536_2.00 (50.6%);M07712_2.00 (52.0%);M08541_2.00 (50.0%);M08908_2.00 (50.0%)		
Q8NCP5	zf-C2H2_4,zf-C2H2,Glyco_transf_10,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-TFIIB,BTB,Yippee,C1_1,C1_4,Zn_Tnp_IS1595,zf-C2H2_6,DUF678,LIM,zf-BED,zinc_ribbon_4,CxxC_CxxC_SSSS,zf-C2H2_2,CpXC,DUF3342			M01196_2.00 (55.0%);M08320_2.00 (51.3%);M08529_2.00 (51.8%)	TFS_sp_Q8NCP5_ZBT44_HUMAN:397:508_2i13_A_1.meme;TFS_sp_Q8NCP5_ZBT44_HUMAN:396:475_8e3e_A_1.meme;TFS_sp_Q8NCP5_ZBT44_HUMAN:396:475_7n5t_A_1.meme;TFS_sp_Q8NCP5_ZBT44_HUMAN:396:475_8e3d_A_1.meme;TFS_sp_Q8NCP5_ZBT44_HUMAN:396:507_6wmi_A_1.meme;DIMER_sp_Q8NCP5_ZBT44_HUMAN:397:446_1llm_C_1.meme	
Q8NCY3		MA0596.1				
Q8ND22	zf-C2H2_4,zf-C2H2,DNA_RNApol_7kD,zf-BED,zf-C2H2_jaz,XPA_N,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Yippee,Zn_Tnp_IS1595,A2L_zn_ribbon,FYDLN_acid,zf-C2H2_6,LIM,GATA,BolA	MA1654.1				
Q8ND82	zf-C2H2_4,SelR,zf-H2C2_2,DUF4195,zf-H2C2_5				TFS_sp_Q8ND82_Z280C_HUMAN:355:494_5t0u_A_1.meme;TFS_sp_Q8ND82_Z280C_HUMAN:385:494_5kkq_A_1.meme;TFS_sp_Q8ND82_Z280C_HUMAN:355:492_5v3m_C_1.meme;TFS_sp_Q8ND82_Z280C_HUMAN:355:492_5wjq_D_1.meme;TFS_sp_Q8ND82_Z280C_HUMAN:355:492_5v3j_E_1.meme	
Q8NDP4	zf-C2H2_4,zf-C2H2,DNA_RNApol_7kD,zf-C2H2_jaz,zf-trcl,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6	M07627_2.00				
Q8NDQ6	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,HicB,BolA	M07634_2.00				
Q8NDR3	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met2,zf-met,zf-H2C2_2,zf-TFIIB,HypA,Yippee,C1_1,zf-DNA_Pol,C1_4,zinc_ribbon_5,ATPase-cat_bd,HNH,zf-CHY,DUF2256,HTH_Tnp_ISL3,Zn_Tnp_IS1595,RRN7,zf-C2H2_6,zf-UBP,C1_2,Prok-RING_1,zf-H2C2_5,DUF2225,LIM,zf-BED,zf-RING_2,zf-C3HC4_2,zinc_ribbon_4,CxxC_CxxC_SSSS,zf-C2H2_2,zf-C2HC_2,CpXC	M04434_2.00				
Q8NDW4	zf-C2H2_4,C1_4,zf-C2H2,FYVE,DUF2180,zf-C2H2_jaz,IBR,zf-AN1,KRAB,zf-H2C2_2,HTH_Tnp_ISL3,zf-C2H2_6,zf-UBP,BolA		M00944_2.00 (70.5%)	M00142_2.00 (55.1%);M00609_2.00 (51.3%);M00641_2.00 (51.9%);M00786_2.00 (54.6%);M00939_2.00 (65.8%);M00943_2.00 (65.8%);M00945_2.00 (54.6%);M00948_2.00 (65.8%);M00950_2.00 (67.0%);M00952_2.00 (67.0%);M00953_2.00 (68.2%);M00955_2.00 (62.3%);M00958_2.00 (68.2%);M00959_2.00 (64.7%);M00960_2.00 (68.2%);M01442_2.00 (51.7%);M02924_2.00 (62.0%);M03671_2.00 (52.5%);M04387_2.00 (62.1%);M04465_2.00 (55.7%);M04475_2.00 (55.1%);M04505_2.00 (54.0%);M04536_2.00 (54.6%);M04590_2.00 (51.6%);M04598_2.00 (59.1%);M04611_2.00 (50.0%);M04613_2.00 (53.4%);M04650_2.00 (55.9%);M07562_2.00 (56.8%);M07565_2.00 (53.6%);M07578_2.00 (56.8%);M07600_2.00 (51.3%);M07610_2.00 (50.8%);M07613_2.00 (58.7%);M07620_2.00 (56.9%);M07623_2.00 (50.7%);M07633_2.00 (52.9%);M07648_2.00 (50.1%);M07649_2.00 (51.2%);M07683_2.00 (55.3%);M07702_2.00 (56.7%);M08254_2.00 (56.4%);M08320_2.00 (51.2%);M08325_2.00 (57.3%);M08334_2.00 (50.1%);M08357_2.00 (51.4%);M08375_2.00 (50.8%);M08901_2.00 (55.0%);M08908_2.00 (51.2%);MA1124.1 (56.0%);MA1592.1 (51.8%);MA1601.1 (55.3%);MA1602.1 (51.1%);MA1656.1 (54.4%)		
Q8NDX5	SAM_1,SAM_PNT,zf-FCS,SAM_2					q8ndx5.af3.1.meme;q8ndx5.af3.3.meme;q8ndx5.af3.5.meme;q8ndx5.af3.0.meme;q8ndx5.af3.2.meme;q8ndx5.af3.4.meme
Q8NDY6	HLH	MA0817.1				
Q8NEA6	zf-C2H2_4,zf-H2C2_2,zf-C2H2	MA0737.1				
Q8NEK5	zf-C2H2_4,CpXC,zf-C2H2,TFIIS_C,C1_3,KRAB,XPA_N,zf-H2C2_2,HTH_Tnp_ISL3,Ring_hydroxyl_B,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,C1_1,zf-H2C2_5,zf-C2H2_6,GATA		M07691_2.00 (99.4%)	M00142_2.00 (50.0%);M00782_2.00 (56.7%);M00939_2.00 (62.3%);M00943_2.00 (60.0%);M00944_2.00 (60.0%);M00945_2.00 (52.8%);M00948_2.00 (58.8%);M00950_2.00 (60.0%);M00952_2.00 (58.8%);M00953_2.00 (61.1%);M00955_2.00 (57.6%);M00958_2.00 (63.9%);M00959_2.00 (60.0%);M00960_2.00 (62.3%);M02924_2.00 (56.5%);M04387_2.00 (59.2%);M04465_2.00 (55.7%);M04505_2.00 (53.3%);M04598_2.00 (52.1%);M04611_2.00 (52.9%);M04613_2.00 (58.6%);M04621_2.00 (50.6%);M04650_2.00 (53.3%);M04653_2.00 (56.2%);M05844_2.00 (53.0%);M07562_2.00 (50.0%);M07578_2.00 (54.0%);M07598_2.00 (51.9%);M07600_2.00 (57.7%);M07601_2.00 (50.6%);M07633_2.00 (51.2%);M07638_2.00 (53.3%);M07649_2.00 (51.9%);M07680_2.00 (52.9%);M07683_2.00 (55.1%);M07688_2.00 (52.2%);M07725_2.00 (53.7%);M08254_2.00 (53.3%);M08267_2.00 (50.4%);M08314_2.00 (51.7%);M08325_2.00 (51.8%);M08329_2.00 (50.0%);M08334_2.00 (53.0%);M08355_2.00 (51.6%);M08373_2.00 (52.9%);M08390_2.00 (52.1%);M08392_2.00 (52.8%);M08901_2.00 (54.2%);M08935_2.00 (51.7%);M08985_2.00 (52.0%);MA0103.1 (53.0%);MA0103.2 (53.0%);MA1124.1 (56.8%);MA1154.1 (54.6%);MA1600.1 (52.1%);MA1601.1 (55.1%);MA1602.1 (51.9%)		
Q8NEM1	zf-C2H2_4,zf-C2H2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_4,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,Desulfoferrod_N,KRAB,Trm112p,PRP21_like_P,DNA_RNApol_7kD,zf-trcl,DUF1610,CxxC_CxxC_SSSS,DUF164,BolA	M08921_2.00				
Q8NEP9	zf-C2H2_4,zf-C2H2,Rpr2,zf-MYND,Prok-RING_2,zf-BED,zf-C2H2_jaz,zf-trcl,zf-CHY,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,C1_1,AAA_14,zf-C2H2_6			M00782_2.00 (51.2%);M00939_2.00 (63.6%);M00943_2.00 (61.3%);M00944_2.00 (58.3%);M00945_2.00 (55.5%);M00948_2.00 (60.2%);M00950_2.00 (60.2%);M00952_2.00 (61.3%);M00953_2.00 (57.9%);M00955_2.00 (59.0%);M00958_2.00 (59.0%);M00959_2.00 (60.2%);M00960_2.00 (62.5%);M01456_2.00 (50.9%);M01474_2.00 (54.9%);M02924_2.00 (51.3%);M04387_2.00 (55.8%);M04598_2.00 (54.3%);M07562_2.00 (50.0%);M07648_2.00 (50.4%);M07733_2.00 (61.9%);M07770_2.00 (53.2%);M08254_2.00 (53.6%);M08263_2.00 (52.5%);M08267_2.00 (50.2%);M08283_2.00 (50.2%);M08325_2.00 (52.4%);M08375_2.00 (51.5%);M08985_2.00 (51.5%);MA1124.1 (52.2%)	TFS_sp_Q8NEP9_ZN555_HUMAN:293:446_2i13_A_1.meme;TFS_sp_Q8NEP9_ZN555_HUMAN:119:168_2i13_A_1.meme;TFS_sp_Q8NEP9_ZN555_HUMAN:171:447_5v3m_C_1.meme;TFS_sp_Q8NEP9_ZN555_HUMAN:171:447_5v3j_E_1.meme;TFS_sp_Q8NEP9_ZN555_HUMAN:197:474_5wjq_D_1.meme	
Q8NF22	bZIP_2,bZIP_1,bZIP_Maf	MA0089.2				
