TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
A0A087WVZ7				M00142_2.00 (55.6%);M00769_2.00 (51.5%);M00774_2.00 (51.5%);M00782_2.00 (56.8%);M00939_2.00 (62.3%);M00943_2.00 (63.5%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (65.8%);M00950_2.00 (64.7%);M00952_2.00 (65.8%);M00953_2.00 (67.0%);M00955_2.00 (65.8%);M00958_2.00 (65.8%);M00959_2.00 (62.3%);M00960_2.00 (64.7%);M01474_2.00 (50.9%);M02913_2.00 (51.0%);M02924_2.00 (63.7%);M04387_2.00 (54.9%);M04465_2.00 (53.5%);M04505_2.00 (55.8%);M04536_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (59.1%);M04611_2.00 (51.5%);M04613_2.00 (57.9%);M04621_2.00 (53.6%);M04650_2.00 (58.3%);M04653_2.00 (61.2%);M05853_2.00 (50.3%);M06179_2.00 (52.8%);M07562_2.00 (54.3%);M07565_2.00 (51.9%);M07566_2.00 (52.3%);M07578_2.00 (52.7%);M07581_2.00 (53.5%);M07582_2.00 (52.4%);M07586_2.00 (50.1%);M07590_2.00 (56.3%);M07598_2.00 (56.3%);M07600_2.00 (56.0%);M07610_2.00 (62.3%);M07613_2.00 (60.5%);M07618_2.00 (51.0%);M07620_2.00 (53.1%);M07628_2.00 (50.7%);M07634_2.00 (51.7%);M07635_2.00 (53.8%);M07645_2.00 (51.1%);M07646_2.00 (53.2%);M07649_2.00 (54.2%);M07654_2.00 (51.8%);M07656_2.00 (50.8%);M07657_2.00 (53.5%);M07658_2.00 (53.8%);M07662_2.00 (51.8%);M07667_2.00 (55.9%);M07679_2.00 (51.2%);M07683_2.00 (55.4%);M07685_2.00 (52.5%);M07687_2.00 (55.9%);M07689_2.00 (56.9%);M07699_2.00 (51.7%);M07700_2.00 (55.1%);M07701_2.00 (53.7%);M07702_2.00 (50.1%);M07703_2.00 (50.1%);M07712_2.00 (54.3%);M07714_2.00 (50.7%);M07715_2.00 (56.0%);M07720_2.00 (50.5%);M07723_2.00 (50.1%);M07729_2.00 (50.1%);M07754_2.00 (54.3%);M07761_2.00 (54.1%);M07764_2.00 (56.7%);M07767_2.00 (53.1%);M07775_2.00 (51.4%);M08252_2.00 (53.3%);M08254_2.00 (55.2%);M08255_2.00 (52.2%);M08267_2.00 (55.5%);M08274_2.00 (52.5%);M08291_2.00 (51.2%);M08295_2.00 (51.8%);M08309_2.00 (53.6%);M08311_2.00 (52.0%);M08314_2.00 (59.6%);M08325_2.00 (58.6%);M08329_2.00 (51.5%);M08330_2.00 (53.6%);M08334_2.00 (54.5%);M08335_2.00 (50.0%);M08347_2.00 (55.2%);M08355_2.00 (57.0%);M08371_2.00 (51.6%);M08373_2.00 (54.8%);M08375_2.00 (57.2%);M08381_2.00 (50.5%);M08392_2.00 (52.7%);M08395_2.00 (51.1%);M08860_2.00 (50.7%);M08887_2.00 (58.1%);M08901_2.00 (56.3%);M08921_2.00 (50.1%);M08934_2.00 (56.8%);M08944_2.00 (59.6%);M08949_2.00 (51.8%);M08985_2.00 (52.4%);MA0130.1 (50.3%);MA0528.1 (52.9%);MA1124.1 (61.4%);MA1154.1 (50.9%);MA1155.1 (51.2%);MA1587.1 (56.8%);MA1589.1 (53.6%);MA1596.1 (50.8%);MA1597.1 (55.7%);MA1599.1 (52.2%);MA1600.1 (53.2%);MA1601.1 (55.4%);MA1602.1 (54.7%);MA1656.1 (53.2%)		
A0A087WW90						
A0A087WWX5		MA0741.1				
A0A087WX29						
A0A087WXA8				M00134_2.00 (50.8%);M00142_2.00 (55.6%);M00609_2.00 (52.2%);M00779_2.00 (50.0%);M00782_2.00 (55.0%);M00786_2.00 (53.3%);M00939_2.00 (64.7%);M00943_2.00 (67.0%);M00944_2.00 (69.4%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (67.0%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (63.5%);M00959_2.00 (67.0%);M00960_2.00 (67.0%);M01456_2.00 (56.6%);M01474_2.00 (50.0%);M02924_2.00 (62.0%);M03671_2.00 (53.3%);M04387_2.00 (63.0%);M04465_2.00 (58.5%);M04505_2.00 (57.9%);M04536_2.00 (55.2%);M04598_2.00 (58.7%);M04611_2.00 (62.2%);M04613_2.00 (58.0%);M04621_2.00 (56.3%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M05844_2.00 (50.6%);M05855_2.00 (52.0%);M07562_2.00 (56.3%);M07578_2.00 (58.0%);M07587_2.00 (53.4%);M07600_2.00 (53.1%);M07607_2.00 (50.3%);M07610_2.00 (60.4%);M07618_2.00 (51.7%);M07620_2.00 (53.7%);M07623_2.00 (50.7%);M07648_2.00 (54.4%);M07649_2.00 (56.2%);M07660_2.00 (54.7%);M07667_2.00 (53.6%);M07678_2.00 (50.1%);M07699_2.00 (51.3%);M07701_2.00 (53.7%);M07702_2.00 (51.3%);M07706_2.00 (61.1%);M07707_2.00 (50.1%);M07712_2.00 (53.9%);M07720_2.00 (50.0%);M07746_2.00 (53.2%);M07753_2.00 (55.3%);M07754_2.00 (56.7%);M07764_2.00 (52.8%);M07767_2.00 (50.3%);M07775_2.00 (50.9%);M07777_2.00 (50.2%);M08247_2.00 (54.4%);M08252_2.00 (57.2%);M08254_2.00 (55.2%);M08255_2.00 (51.9%);M08267_2.00 (59.2%);M08291_2.00 (52.1%);M08311_2.00 (51.4%);M08325_2.00 (59.4%);M08329_2.00 (60.3%);M08334_2.00 (56.2%);M08342_2.00 (52.4%);M08355_2.00 (57.5%);M08365_2.00 (56.0%);M08373_2.00 (56.2%);M08375_2.00 (55.6%);M08392_2.00 (53.0%);M08395_2.00 (55.3%);M08859_2.00 (56.1%);M08867_2.00 (50.0%);M08901_2.00 (57.1%);M08917_2.00 (50.3%);M08921_2.00 (50.4%);M08934_2.00 (53.5%);M08985_2.00 (60.3%);MA0528.1 (50.4%);MA1124.1 (63.3%);MA1154.1 (59.7%);MA1602.1 (53.0%);MA1656.1 (52.7%)		
A0A087WXP2		M05741_2.00				
A0A087WXQ5						
A0A087WXS2			M00408_2.00 (78.9%);MA0153.1 (82.2%)	M00171_2.00 (55.5%);M09144_2.00 (56.6%);MA0046.1 (56.6%)		
A0A087WXT3			M08263_2.00 (92.6%)	M00609_2.00 (52.2%);M00764_2.00 (50.1%);M00782_2.00 (57.4%);M00786_2.00 (54.6%);M00939_2.00 (63.6%);M00943_2.00 (63.6%);M00944_2.00 (65.8%);M00945_2.00 (52.2%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (63.6%);M00953_2.00 (68.1%);M00955_2.00 (60.0%);M00958_2.00 (64.7%);M00959_2.00 (63.6%);M00960_2.00 (65.8%);M01474_2.00 (50.9%);M01538_2.00 (52.3%);M02924_2.00 (63.7%);M03671_2.00 (51.2%);M04387_2.00 (60.3%);M04465_2.00 (55.7%);M04505_2.00 (55.4%);M04515_2.00 (50.3%);M04536_2.00 (55.7%);M04590_2.00 (51.2%);M04598_2.00 (58.2%);M04611_2.00 (56.8%);M04613_2.00 (53.1%);M04621_2.00 (52.3%);M04650_2.00 (57.3%);M05853_2.00 (55.4%);M05855_2.00 (53.8%);M07562_2.00 (50.7%);M07565_2.00 (51.9%);M07566_2.00 (52.6%);M07578_2.00 (56.3%);M07582_2.00 (55.2%);M07587_2.00 (51.4%);M07588_2.00 (53.9%);M07600_2.00 (55.7%);M07601_2.00 (53.9%);M07607_2.00 (50.4%);M07610_2.00 (60.3%);M07613_2.00 (61.2%);M07618_2.00 (57.0%);M07620_2.00 (57.5%);M07623_2.00 (50.7%);M07633_2.00 (52.1%);M07656_2.00 (50.7%);M07657_2.00 (53.5%);M07660_2.00 (53.7%);M07667_2.00 (54.8%);M07683_2.00 (57.2%);M07687_2.00 (56.2%);M07699_2.00 (50.9%);M07701_2.00 (55.9%);M07707_2.00 (51.1%);M07715_2.00 (56.2%);M07723_2.00 (52.3%);M07753_2.00 (56.6%);M07754_2.00 (56.0%);M07761_2.00 (51.1%);M07764_2.00 (57.8%);M07767_2.00 (52.0%);M07775_2.00 (52.8%);M07777_2.00 (50.2%);M08247_2.00 (55.9%);M08252_2.00 (53.9%);M08254_2.00 (54.8%);M08255_2.00 (50.0%);M08274_2.00 (55.3%);M08283_2.00 (53.6%);M08291_2.00 (53.2%);M08309_2.00 (56.3%);M08311_2.00 (54.9%);M08314_2.00 (50.2%);M08325_2.00 (58.0%);M08329_2.00 (60.0%);M08334_2.00 (55.4%);M08342_2.00 (50.1%);M08355_2.00 (53.9%);M08357_2.00 (50.4%);M08365_2.00 (58.2%);M08373_2.00 (56.2%);M08375_2.00 (60.7%);M08381_2.00 (52.5%);M08395_2.00 (57.8%);M08540_2.00 (52.2%);M08859_2.00 (53.5%);M08887_2.00 (61.0%);M08901_2.00 (56.4%);M08917_2.00 (51.7%);M08921_2.00 (51.7%);M08934_2.00 (56.9%);M08944_2.00 (59.9%);MA0528.1 (51.9%);MA1124.1 (62.3%);MA1154.1 (51.7%);MA1589.1 (52.3%);MA1596.1 (50.9%);MA1599.1 (54.5%);MA1600.1 (56.4%);MA1601.1 (57.2%);MA1602.1 (51.4%);MA1656.1 (54.4%)		
A0A087WXU1		MA0620.2				
A0A087WXV4		MA0114.1				
A0A087WXV5		MA0779.1				
A0A087WXW6			M08979_2.00 (84.5%)	M00608_2.00 (50.9%);M00609_2.00 (50.0%);M00953_2.00 (56.6%);M01883_2.00 (50.0%);M03691_2.00 (54.9%);M06087_2.00 (56.8%);M07762_2.00 (56.6%);M08247_2.00 (52.8%);M08334_2.00 (54.5%);M08397_2.00 (57.6%);M09002_2.00 (57.1%);M10203_2.00 (52.9%);MA0038.1 (55.1%);MA0038.2 (55.1%);MA0073.1 (52.9%);MA0743.1 (57.6%);MA0744.1 (57.6%);MA1124.1 (52.8%);MA1558.1 (57.1%);MA1594.1 (52.8%)		
A0A087WXZ1		M11197_2.00				
A0A087WYF4				M00019_2.00 (50.8%);M00764_2.00 (61.6%);M00782_2.00 (57.9%);M00939_2.00 (66.6%);M00943_2.00 (63.0%);M00944_2.00 (66.6%);M00945_2.00 (54.6%);M00948_2.00 (63.0%);M00950_2.00 (64.2%);M00952_2.00 (63.0%);M00953_2.00 (65.4%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (63.0%);M00960_2.00 (65.4%);M01456_2.00 (54.7%);M01531_2.00 (50.9%);M02924_2.00 (59.2%);M04387_2.00 (56.7%);M04465_2.00 (51.0%);M04475_2.00 (54.4%);M04598_2.00 (57.3%);M04613_2.00 (59.4%);M04621_2.00 (60.1%);M04650_2.00 (60.4%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.5%);M07566_2.00 (53.5%);M07578_2.00 (51.9%);M07579_2.00 (58.7%);M07581_2.00 (56.1%);M07588_2.00 (50.6%);M07601_2.00 (53.2%);M07633_2.00 (52.1%);M07638_2.00 (59.7%);M07656_2.00 (53.2%);M07659_2.00 (53.5%);M07678_2.00 (61.1%);M07683_2.00 (51.4%);M07689_2.00 (50.2%);M07731_2.00 (53.0%);M07747_2.00 (50.0%);M07753_2.00 (57.9%);M07770_2.00 (50.5%);M08234_2.00 (53.6%);M08247_2.00 (52.9%);M08254_2.00 (52.4%);M08267_2.00 (55.6%);M08292_2.00 (55.7%);M08314_2.00 (50.6%);M08325_2.00 (58.0%);M08329_2.00 (54.5%);M08334_2.00 (54.4%);M08335_2.00 (51.7%);M08355_2.00 (55.9%);M08357_2.00 (52.2%);M08366_2.00 (50.0%);M08367_2.00 (50.5%);M08373_2.00 (52.2%);M08375_2.00 (55.1%);M08386_2.00 (52.5%);M08395_2.00 (55.7%);M08901_2.00 (53.5%);M08985_2.00 (60.4%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (61.7%);MA1154.1 (52.4%);MA1587.1 (59.5%);MA1588.1 (50.2%);MA1596.1 (52.9%);MA1601.1 (51.4%);MA1602.1 (52.4%);MA1656.1 (51.6%)		
A0A087WYK5			M00955_2.00 (77.6%);M08295_2.00 (75.1%)	M00143_2.00 (50.6%);M00217_2.00 (50.0%);M00609_2.00 (56.2%);M00782_2.00 (53.9%);M00939_2.00 (65.4%);M00943_2.00 (60.0%);M00944_2.00 (60.7%);M00945_2.00 (59.7%);M00948_2.00 (58.8%);M00950_2.00 (63.0%);M00952_2.00 (60.0%);M00953_2.00 (63.0%);M00958_2.00 (62.3%);M00959_2.00 (62.3%);M00960_2.00 (63.5%);M01044_2.00 (53.0%);M01181_2.00 (52.7%);M01456_2.00 (56.6%);M01474_2.00 (52.0%);M02913_2.00 (56.7%);M02924_2.00 (58.9%);M03671_2.00 (51.7%);M03686_2.00 (50.0%);M03710_2.00 (50.6%);M04387_2.00 (53.2%);M04465_2.00 (53.5%);M04505_2.00 (52.4%);M04598_2.00 (54.1%);M04610_2.00 (56.9%);M04611_2.00 (51.6%);M04613_2.00 (54.3%);M04621_2.00 (50.0%);M04650_2.00 (58.9%);M06108_2.00 (56.5%);M07562_2.00 (51.8%);M07565_2.00 (57.8%);M07575_2.00 (63.6%);M07586_2.00 (52.8%);M07649_2.00 (51.3%);M07683_2.00 (52.0%);M07687_2.00 (61.2%);M07714_2.00 (64.5%);M07715_2.00 (57.6%);M07753_2.00 (50.1%);M07761_2.00 (59.9%);M07767_2.00 (50.8%);M07775_2.00 (56.1%);M08245_2.00 (51.9%);M08254_2.00 (52.8%);M08255_2.00 (50.0%);M08267_2.00 (51.9%);M08283_2.00 (52.3%);M08325_2.00 (61.3%);M08329_2.00 (56.0%);M08334_2.00 (51.9%);M08355_2.00 (53.9%);M08375_2.00 (59.0%);M08381_2.00 (67.5%);M08395_2.00 (55.0%);M08860_2.00 (52.8%);M08889_2.00 (50.0%);M08901_2.00 (55.0%);M08908_2.00 (50.0%);M08917_2.00 (51.0%);M08921_2.00 (61.5%);M08934_2.00 (61.0%);M08949_2.00 (50.6%);M08985_2.00 (58.4%);MA1124.1 (59.6%);MA1154.1 (51.0%);MA1587.1 (56.5%);MA1596.1 (52.0%);MA1599.1 (55.1%);MA1601.1 (52.0%);MA1602.1 (50.9%);MA1651.1 (50.0%);MA1656.1 (50.2%)		
A0A087WYR5				M00782_2.00 (59.8%);M00786_2.00 (50.2%);M00939_2.00 (67.0%);M00943_2.00 (58.8%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (58.8%);M00950_2.00 (56.4%);M00952_2.00 (58.8%);M00953_2.00 (58.8%);M00955_2.00 (60.2%);M00958_2.00 (58.8%);M00959_2.00 (58.8%);M00960_2.00 (60.0%);M01456_2.00 (53.7%);M01474_2.00 (53.4%);M02924_2.00 (59.2%);M04387_2.00 (54.2%);M04465_2.00 (52.8%);M04515_2.00 (58.4%);M04598_2.00 (56.5%);M04611_2.00 (53.7%);M04613_2.00 (52.3%);M04621_2.00 (57.9%);M04650_2.00 (59.5%);M07562_2.00 (50.4%);M07581_2.00 (58.8%);M07587_2.00 (57.6%);M07601_2.00 (52.7%);M07648_2.00 (52.7%);M07657_2.00 (51.5%);M07660_2.00 (55.5%);M07678_2.00 (59.2%);M07693_2.00 (54.5%);M07712_2.00 (54.3%);M07723_2.00 (50.0%);M07746_2.00 (52.2%);M07753_2.00 (55.6%);M07754_2.00 (54.0%);M07762_2.00 (56.0%);M07777_2.00 (53.4%);M08234_2.00 (55.7%);M08247_2.00 (52.4%);M08252_2.00 (57.8%);M08254_2.00 (52.8%);M08255_2.00 (56.9%);M08267_2.00 (60.9%);M08292_2.00 (56.2%);M08300_2.00 (51.6%);M08314_2.00 (53.2%);M08325_2.00 (53.1%);M08329_2.00 (56.8%);M08334_2.00 (59.2%);M08335_2.00 (55.5%);M08355_2.00 (59.8%);M08373_2.00 (51.8%);M08375_2.00 (57.1%);M08392_2.00 (53.0%);M08395_2.00 (57.1%);M08903_2.00 (50.7%);M08949_2.00 (58.6%);M08985_2.00 (59.0%);MA0056.1 (52.6%);MA1124.1 (56.3%);MA1154.1 (51.0%);MA1588.1 (52.0%)		
A0A087WYY0						
A0A087WZ09		MA0482.2				
A0A087WZ88		MA0856.1				
A0A087WZC2		MA0153.1				
A0A087WZJ7			M00955_2.00 (77.6%);M07715_2.00 (70.3%);M08381_2.00 (70.2%)	M00142_2.00 (52.0%);M00609_2.00 (55.0%);M00774_2.00 (51.8%);M00779_2.00 (50.0%);M00782_2.00 (56.5%);M00939_2.00 (63.5%);M00943_2.00 (65.8%);M00944_2.00 (66.2%);M00945_2.00 (59.7%);M00948_2.00 (64.7%);M00950_2.00 (68.2%);M00952_2.00 (65.8%);M00953_2.00 (66.2%);M00958_2.00 (65.8%);M00959_2.00 (64.7%);M00960_2.00 (67.0%);M01044_2.00 (50.9%);M01181_2.00 (51.2%);M01442_2.00 (50.8%);M02924_2.00 (62.8%);M03671_2.00 (50.8%);M03686_2.00 (50.9%);M04387_2.00 (56.7%);M04430_2.00 (51.2%);M04465_2.00 (53.9%);M04505_2.00 (54.0%);M04598_2.00 (56.8%);M04611_2.00 (55.1%);M04613_2.00 (56.5%);M04621_2.00 (53.2%);M04650_2.00 (56.7%);M05853_2.00 (54.0%);M06108_2.00 (56.8%);M07562_2.00 (52.4%);M07565_2.00 (65.2%);M07575_2.00 (68.2%);M07578_2.00 (55.6%);M07581_2.00 (54.8%);M07582_2.00 (54.0%);M07586_2.00 (52.3%);M07590_2.00 (56.4%);M07598_2.00 (54.0%);M07605_2.00 (53.3%);M07610_2.00 (54.5%);M07620_2.00 (55.8%);M07649_2.00 (52.6%);M07658_2.00 (57.7%);M07660_2.00 (53.3%);M07666_2.00 (50.0%);M07667_2.00 (55.4%);M07678_2.00 (50.1%);M07683_2.00 (56.4%);M07685_2.00 (54.6%);M07686_2.00 (53.0%);M07687_2.00 (60.4%);M07689_2.00 (58.5%);M07699_2.00 (50.3%);M07700_2.00 (57.3%);M07707_2.00 (52.7%);M07712_2.00 (50.3%);M07714_2.00 (65.7%);M07723_2.00 (54.0%);M07733_2.00 (53.9%);M07753_2.00 (56.0%);M07761_2.00 (63.8%);M07762_2.00 (55.6%);M07767_2.00 (52.3%);M07775_2.00 (60.7%);M08252_2.00 (54.2%);M08254_2.00 (50.9%);M08256_2.00 (53.8%);M08263_2.00 (53.8%);M08267_2.00 (59.1%);M08295_2.00 (66.6%);M08309_2.00 (56.6%);M08311_2.00 (51.1%);M08325_2.00 (60.0%);M08329_2.00 (55.9%);M08334_2.00 (54.5%);M08335_2.00 (53.8%);M08347_2.00 (59.2%);M08355_2.00 (56.2%);M08367_2.00 (50.0%);M08371_2.00 (53.5%);M08373_2.00 (52.5%);M08375_2.00 (59.7%);M08395_2.00 (54.3%);M08399_2.00 (52.4%);M08860_2.00 (55.2%);M08867_2.00 (50.0%);M08889_2.00 (50.3%);M08901_2.00 (54.1%);M08917_2.00 (53.2%);M08921_2.00 (63.5%);M08934_2.00 (66.1%);M08935_2.00 (56.5%);M08944_2.00 (55.7%);M08985_2.00 (66.6%);MA0130.1 (55.5%);MA0742.1 (51.2%);MA1124.1 (57.3%);MA1587.1 (58.1%);MA1589.1 (53.2%);MA1592.1 (51.2%);MA1599.1 (57.9%);MA1600.1 (50.0%);MA1601.1 (56.4%);MA1602.1 (53.8%);MA1656.1 (52.2%)		
A0A087WZQ2				M00142_2.00 (50.5%);M00774_2.00 (54.4%);M00782_2.00 (51.2%);M00939_2.00 (58.5%);M00943_2.00 (62.1%);M00944_2.00 (62.3%);M00948_2.00 (57.6%);M00950_2.00 (58.8%);M00952_2.00 (58.8%);M00953_2.00 (62.3%);M00955_2.00 (51.7%);M00958_2.00 (57.6%);M00959_2.00 (59.7%);M00960_2.00 (60.0%);M02924_2.00 (50.0%);M03671_2.00 (51.6%);M04387_2.00 (55.8%);M04505_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (53.9%);M04611_2.00 (50.0%);M04613_2.00 (50.6%);M04621_2.00 (50.1%);M04653_2.00 (53.9%);M07578_2.00 (51.3%);M07579_2.00 (54.6%);M07581_2.00 (52.4%);M07588_2.00 (50.0%);M07593_2.00 (50.9%);M07600_2.00 (50.1%);M07605_2.00 (52.2%);M07610_2.00 (58.9%);M07613_2.00 (54.7%);M07646_2.00 (54.0%);M07649_2.00 (51.2%);M07662_2.00 (50.1%);M07666_2.00 (51.1%);M07683_2.00 (51.7%);M07689_2.00 (51.9%);M07700_2.00 (51.6%);M07725_2.00 (57.4%);M07747_2.00 (50.4%);M08245_2.00 (56.8%);M08263_2.00 (54.9%);M08267_2.00 (52.1%);M08274_2.00 (51.7%);M08291_2.00 (51.9%);M08292_2.00 (52.3%);M08314_2.00 (51.6%);M08325_2.00 (54.1%);M08329_2.00 (53.1%);M08334_2.00 (50.7%);M08347_2.00 (50.8%);M08355_2.00 (51.2%);M08373_2.00 (52.3%);M08375_2.00 (50.7%);M08399_2.00 (51.6%);M08887_2.00 (54.6%);M08944_2.00 (54.3%);MA1124.1 (56.0%);MA1463.1 (51.3%);MA1587.1 (51.8%);MA1589.1 (50.1%);MA1601.1 (51.7%)		
A0A087X0A2			M00955_2.00 (77.6%)	M00142_2.00 (52.0%);M00609_2.00 (55.0%);M00779_2.00 (50.0%);M00782_2.00 (56.5%);M00939_2.00 (63.5%);M00943_2.00 (65.8%);M00944_2.00 (66.2%);M00945_2.00 (59.7%);M00948_2.00 (64.7%);M00950_2.00 (68.2%);M00952_2.00 (65.8%);M00953_2.00 (66.2%);M00958_2.00 (65.8%);M00959_2.00 (64.7%);M00960_2.00 (67.0%);M01044_2.00 (50.9%);M01181_2.00 (51.2%);M01442_2.00 (50.8%);M02924_2.00 (62.8%);M03671_2.00 (50.8%);M03686_2.00 (50.9%);M04387_2.00 (56.7%);M04430_2.00 (51.2%);M04465_2.00 (53.9%);M04505_2.00 (54.0%);M04598_2.00 (56.8%);M04611_2.00 (55.1%);M04613_2.00 (56.5%);M04621_2.00 (53.2%);M04650_2.00 (56.7%);M04653_2.00 (58.0%);M05847_2.00 (61.3%);M05853_2.00 (54.0%);M06108_2.00 (56.8%);M07562_2.00 (52.4%);M07565_2.00 (63.9%);M07575_2.00 (68.2%);M07578_2.00 (55.6%);M07579_2.00 (54.2%);M07581_2.00 (54.8%);M07582_2.00 (54.0%);M07586_2.00 (51.0%);M07590_2.00 (56.4%);M07598_2.00 (54.0%);M07605_2.00 (53.3%);M07610_2.00 (54.5%);M07635_2.00 (52.2%);M07649_2.00 (52.6%);M07658_2.00 (57.7%);M07660_2.00 (53.3%);M07667_2.00 (55.4%);M07678_2.00 (50.1%);M07683_2.00 (56.4%);M07686_2.00 (53.0%);M07687_2.00 (59.4%);M07689_2.00 (58.5%);M07699_2.00 (50.3%);M07700_2.00 (57.3%);M07707_2.00 (52.7%);M07712_2.00 (50.3%);M07714_2.00 (64.6%);M07715_2.00 (69.0%);M07723_2.00 (54.0%);M07733_2.00 (53.9%);M07753_2.00 (56.0%);M07754_2.00 (53.0%);M07761_2.00 (63.1%);M07762_2.00 (55.6%);M07764_2.00 (56.4%);M07767_2.00 (50.9%);M07775_2.00 (59.4%);M08252_2.00 (54.2%);M08254_2.00 (50.9%);M08256_2.00 (53.8%);M08267_2.00 (59.1%);M08274_2.00 (53.5%);M08295_2.00 (66.6%);M08309_2.00 (56.6%);M08311_2.00 (51.1%);M08325_2.00 (60.0%);M08329_2.00 (55.9%);M08334_2.00 (54.5%);M08335_2.00 (53.8%);M08347_2.00 (59.2%);M08355_2.00 (56.2%);M08367_2.00 (50.0%);M08371_2.00 (53.5%);M08373_2.00 (52.5%);M08375_2.00 (59.7%);M08381_2.00 (69.6%);M08395_2.00 (54.3%);M08399_2.00 (52.4%);M08860_2.00 (55.2%);M08867_2.00 (50.0%);M08889_2.00 (50.3%);M08901_2.00 (54.1%);M08914_2.00 (52.7%);M08917_2.00 (53.2%);M08921_2.00 (61.9%);M08934_2.00 (64.6%);M08935_2.00 (56.5%);M08944_2.00 (55.7%);M08985_2.00 (66.6%);MA0742.1 (51.2%);MA1124.1 (57.3%);MA1585.1 (61.3%);MA1587.1 (58.1%);MA1589.1 (53.2%);MA1599.1 (57.1%);MA1601.1 (56.4%);MA1602.1 (53.8%);MA1656.1 (52.2%)		
A0A087X0M6				M00764_2.00 (50.1%);M00782_2.00 (59.0%);M00786_2.00 (55.7%);M00939_2.00 (69.4%);M00943_2.00 (65.8%);M00944_2.00 (67.0%);M00945_2.00 (58.6%);M00948_2.00 (65.8%);M00950_2.00 (64.7%);M00952_2.00 (63.5%);M00953_2.00 (67.0%);M00955_2.00 (64.7%);M00958_2.00 (64.7%);M00959_2.00 (65.8%);M00960_2.00 (67.0%);M01440_2.00 (52.7%);M01474_2.00 (50.9%);M02913_2.00 (50.9%);M02924_2.00 (66.3%);M04387_2.00 (60.3%);M04465_2.00 (60.7%);M04505_2.00 (52.0%);M04536_2.00 (54.6%);M04590_2.00 (50.8%);M04598_2.00 (51.9%);M04611_2.00 (55.1%);M04613_2.00 (58.1%);M04621_2.00 (55.3%);M04650_2.00 (62.7%);M05847_2.00 (54.6%);M07562_2.00 (52.8%);M07566_2.00 (53.0%);M07578_2.00 (58.4%);M07581_2.00 (50.0%);M07582_2.00 (52.5%);M07590_2.00 (58.8%);M07600_2.00 (52.3%);M07610_2.00 (59.7%);M07620_2.00 (58.0%);M07634_2.00 (50.0%);M07648_2.00 (54.5%);M07649_2.00 (58.3%);M07654_2.00 (50.7%);M07658_2.00 (56.0%);M07662_2.00 (51.9%);M07678_2.00 (52.6%);M07683_2.00 (51.2%);M07684_2.00 (53.5%);M07689_2.00 (51.3%);M07693_2.00 (57.8%);M07700_2.00 (51.5%);M07727_2.00 (53.0%);M07731_2.00 (50.2%);M07740_2.00 (50.0%);M07777_2.00 (51.5%);M08254_2.00 (57.8%);M08267_2.00 (59.4%);M08274_2.00 (51.4%);M08295_2.00 (50.8%);M08309_2.00 (51.0%);M08314_2.00 (52.4%);M08325_2.00 (62.2%);M08329_2.00 (55.2%);M08330_2.00 (53.8%);M08334_2.00 (56.0%);M08355_2.00 (61.1%);M08367_2.00 (50.1%);M08373_2.00 (56.0%);M08375_2.00 (62.0%);M08392_2.00 (51.2%);M08395_2.00 (55.9%);M08399_2.00 (52.7%);M08859_2.00 (54.8%);M08901_2.00 (56.8%);M08908_2.00 (50.0%);M08934_2.00 (58.1%);M08944_2.00 (61.0%);M08985_2.00 (57.5%);MA0056.1 (50.8%);MA1124.1 (64.0%);MA1154.1 (56.1%);MA1585.1 (54.6%);MA1587.1 (58.4%);MA1588.1 (51.0%);MA1596.1 (53.0%);MA1599.1 (55.5%);MA1601.1 (51.2%);MA1602.1 (55.7%);MA1656.1 (55.7%)		
A0A087X0S4		M04463_2.00				
A0A087X0W8		M02711_2.00				
A0A087X1B6		M09609_2.00				
A0A087X1F9		MA0486.1				
A0A087X1K6		M02903_2.00				
A0A087X1P4		M07740_2.00				
A0A087X1Q1		M11197_2.00				
A0A087X1W9		M04758_2.00				
A0A087X260						
